id,date,type,category,description,amount,currency,merchantId,merchantName,mcc,isRecurring,essentiality,labelRecurring,labelEssential
txn_11284,2025-01-13,expense,coffee,Coffee expense,4.05,USD,m_nero,Caffè Nero,5814,False,discretionary,0,0
txn_11285,2025-11-15,expense,subscriptions,Subscriptions expense,120.98,GBP,m_google,Google,5734,True,discretionary,1,0
txn_11286,2025-07-04,expense,subscriptions,Subscriptions expense,31.29,INR,m_netflix,Netflix,4899,True,discretionary,1,0
txn_11287,2025-05-02,income,bonus,Bonus payment,639.6,INR,m_employer,Employer Payroll,0,False,discretionary,0,0
txn_11288,2025-03-16,income,bonus,Bonus payment,4163.87,INR,m_employer,Employer Payroll,0,False,discretionary,0,0
txn_11289,2025-12-07,expense,utilities,Utilities expense,57.94,GBP,m_thameswater,Thames Water,4900,True,essential,1,1
txn_11290,2025-11-10,expense,utilities,Utilities expense,41.36,INR,m_octopus,Octopus Energy,4900,True,essential,1,1
txn_11291,2025-04-15,expense,shopping,Shopping expense,188.87,USD,m_argos,Argos,5311,False,discretionary,0,0
txn_11292,2025-03-09,expense,transport,Transport expense,32.94,GBP,m_trainline,Trainline,4112,False,essential,0,1
txn_11293,2025-09-27,expense,rent,Rent expense,1893.93,GBP,m_landlord,Landlord / Letting Agent,6513,True,essential,1,1
txn_11294,2025-11-22,expense,shopping,Shopping expense,226.49,GBP,m_johnlewis,John Lewis,5311,False,discretionary,0,0
txn_11295,2025-12-22,expense,dining,Dining expense,107.12,GBP,m_mcd,McDonald's,5814,False,discretionary,0,0
txn_11296,2025-11-21,expense,shopping,Shopping expense,233.95,GBP,m_ebay,eBay,5968,False,discretionary,0,0
txn_11297,2025-04-19,expense,entertainment,Entertainment expense,113.57,GBP,m_ticketmaster,Ticketmaster,7922,False,discretionary,0,0
txn_11298,2025-03-21,expense,lunch,Lunch expense,8.5,INR,m_nero,Caffè Nero,5814,False,discretionary,0,0
txn_11299,2025-06-13,income,bonus,Bonus payment,4153.78,USD,m_employer,Employer Payroll,0,False,discretionary,0,0
txn_11300,2025-02-28,expense,lunch,Lunch expense,11.32,USD,m_deliveroo,Deliveroo,5814,False,discretionary,0,0
txn_11301,2025-01-15,expense,coffee,Coffee expense,5.63,INR,m_pret,Pret A Manger,5814,False,discretionary,0,0
txn_11302,2025-10-24,expense,health,Health expense,104.19,GBP,m_boots,Boots,5912,False,essential,0,1
txn_11303,2025-06-14,expense,coffee,Coffee expense,3.75,GBP,m_starbucks,Starbucks,5814,False,discretionary,0,0
txn_11304,2025-11-06,expense,utilities,Utilities expense,49.58,GBP,m_thameswater,Thames Water,4900,True,essential,1,1
txn_11305,2025-04-15,expense,rent,Rent expense,1770.82,INR,m_landlord,Landlord / Letting Agent,6513,True,essential,1,1
txn_11306,2025-04-18,expense,shopping,Shopping expense,289.11,INR,m_argos,Argos,5311,False,discretionary,0,0
txn_11307,2025-08-11,expense,travel,Travel expense,636.47,GBP,m_trainline,Trainline,4112,False,discretionary,0,0
txn_11308,2025-08-13,expense,internet,Internet expense,13.22,INR,m_virginmedia,Virgin Media,4814,True,essential,1,1
txn_11309,2025-08-06,expense,coffee,Coffee expense,4.29,USD,m_nero,Caffè Nero,5814,False,discretionary,0,0
txn_11310,2025-10-08,expense,transport,Transport expense,27.08,INR,m_tfl,Transport for London,4111,False,essential,0,1
txn_11311,2025-05-08,expense,rent,Rent expense,2232.06,GBP,m_landlord,Landlord / Letting Agent,6513,True,essential,1,1
txn_11312,2025-09-12,expense,utilities,Utilities expense,102.96,GBP,m_thameswater,Thames Water,4900,True,essential,1,1
txn_11313,2025-03-01,income,bonus,Bonus payment,2774.21,GBP,m_employer,Employer Payroll,0,False,discretionary,0,0
txn_11314,2025-01-07,income,bonus,Bonus payment,2463.63,GBP,m_employer,Employer Payroll,0,False,discretionary,0,0
txn_11315,2025-04-20,expense,utilities,Utilities expense,61.2,GBP,m_octopus,Octopus Energy,4900,True,essential,1,1
txn_11316,2025-10-01,expense,travel,Travel expense,139.94,GBP,m_booking,Booking.com,7011,False,discretionary,0,0
txn_11317,2025-10-06,expense,groceries,Groceries expense,125.79,GBP,m_tesco,Tesco,5411,False,essential,0,1
txn_11318,2025-10-08,expense,entertainment,Entertainment expense,142.55,GBP,m_ticketmaster,Ticketmaster,7922,False,discretionary,0,0
txn_11319,2025-09-09,expense,health,Health expense,90.03,GBP,m_boots,Boots,5912,False,essential,0,1
txn_11320,2025-09-17,expense,shopping,Shopping expense,161.08,GBP,m_amazon,Amazon,5942,False,discretionary,0,0
txn_11321,2025-04-28,expense,lunch,Lunch expense,15.16,GBP,m_starbucks,Starbucks,5814,False,discretionary,0,0
txn_11322,2025-12-15,expense,mobile,Mobile expense,168.22,GBP,m_ee,EE,4814,True,essential,1,1
txn_11323,2025-10-26,expense,dining,Dining expense,90.76,USD,m_wagamama,Wagamama,5812,False,discretionary,0,0
txn_11324,2025-10-03,expense,utilities,Utilities expense,106.88,GBP,m_thameswater,Thames Water,4900,True,essential,1,1
txn_11325,2025-08-21,expense,mobile,Mobile expense,51.45,USD,m_vodafone,Vodafone,4814,True,essential,1,1
txn_11326,2025-05-21,expense,shopping,Shopping expense,60.22,INR,m_amazon,Amazon,5942,False,discretionary,0,0
txn_11327,2025-03-14,expense,rent,Rent expense,1698.47,INR,m_landlord,Landlord / Letting Agent,6513,True,essential,1,1
txn_11328,2025-05-17,expense,subscriptions,Subscriptions expense,122.55,USD,m_disney,Disney+,4899,True,discretionary,1,0
txn_11329,2025-11-21,expense,mobile,Mobile expense,125.47,USD,m_o2,O2,4814,True,essential,1,1
txn_11330,2025-07-04,expense,dining,Dining expense,228.54,USD,m_ubereats,Uber Eats,5814,False,discretionary,0,0
txn_11331,2025-06-10,expense,shopping,Shopping expense,48.77,USD,m_amazon,Amazon,5942,False,discretionary,0,0
txn_11332,2025-04-17,expense,transport,Transport expense,47.93,GBP,m_uber,Uber,4121,False,essential,0,1
txn_11333,2025-06-07,expense,transport,Transport expense,45.61,USD,m_uber,Uber,4121,False,essential,0,1
txn_11334,2025-08-27,expense,dining,Dining expense,99.22,INR,m_mcd,McDonald's,5814,False,discretionary,0,0
txn_11335,2025-02-15,expense,rent,Rent expense,2240.41,USD,m_landlord,Landlord / Letting Agent,6513,True,essential,1,1
txn_11336,2025-02-14,expense,transport,Transport expense,35.24,GBP,m_nationalrail,National Rail,4112,False,essential,0,1
txn_11337,2025-12-24,expense,coffee,Coffee expense,4.6,INR,m_nero,Caffè Nero,5814,False,discretionary,0,0
txn_11338,2025-08-21,income,salary,Salary payment,2607.55,GBP,m_employer,Employer Payroll,0,True,essential,1,1
txn_11339,2025-07-15,income,freelance,Freelance payment,769.1,INR,m_freelance_platform,Freelance Platform,0,False,discretionary,0,0
txn_11340,2025-02-10,expense,coffee,Coffee expense,5.56,GBP,m_nero,Caffè Nero,5814,False,discretionary,0,0
txn_11341,2025-03-09,expense,transport,Transport expense,109.42,USD,m_uber,Uber,4121,False,essential,0,1
txn_11342,2025-07-16,expense,internet,Internet expense,93.4,GBP,m_virginmedia,Virgin Media,4814,True,essential,1,1
txn_11343,2025-05-17,expense,travel,Travel expense,842.01,GBP,m_trainline,Trainline,4112,False,discretionary,0,0
txn_11344,2025-12-25,expense,health,Health expense,75.74,GBP,m_superdrug,Superdrug,5912,False,essential,0,1
txn_11345,2025-07-31,income,freelance,Freelance payment,894.57,GBP,m_freelance_platform,Freelance Platform,0,False,discretionary,0,0
txn_11346,2025-03-28,expense,lunch,Lunch expense,13.12,GBP,m_pret,Pret A Manger,5814,False,discretionary,0,0
txn_11347,2025-12-07,income,interest,Interest payment,36.22,GBP,m_invest_platform,Investment Platform,0,False,discretionary,0,0
txn_11348,2025-03-25,expense,internet,Internet expense,123.49,GBP,m_virginmedia,Virgin Media,4814,True,essential,1,1
txn_11349,2025-03-16,expense,transport,Transport expense,46.43,USD,m_tfl,Transport for London,4111,False,essential,0,1
txn_11350,2025-11-20,expense,rent,Rent expense,2288.21,GBP,m_landlord,Landlord / Letting Agent,6513,True,essential,1,1
txn_11351,2025-03-20,expense,rent,Rent expense,1203.34,INR,m_landlord,Landlord / Letting Agent,6513,True,essential,1,1
txn_11352,2025-06-16,income,bonus,Bonus payment,2601.39,GBP,m_employer,Employer Payroll,0,False,discretionary,0,0
txn_11353,2025-01-31,income,interest,Interest payment,6.83,GBP,m_invest_platform,Investment Platform,0,False,discretionary,0,0
txn_11354,2025-01-11,income,freelance,Freelance payment,453.04,GBP,m_freelance_platform,Freelance Platform,0,False,discretionary,0,0
txn_11355,2025-05-14,expense,lunch,Lunch expense,10.93,GBP,m_deliveroo,Deliveroo,5814,False,discretionary,0,0
txn_11356,2025-02-07,expense,coffee,Coffee expense,8.65,GBP,m_starbucks,Starbucks,5814,False,discretionary,0,0
txn_11357,2025-11-15,expense,internet,Internet expense,68.77,GBP,m_sky,Sky,4899,True,essential,1,1
txn_11358,2025-12-11,income,interest,Interest payment,68.89,USD,m_invest_platform,Investment Platform,0,False,discretionary,0,0
txn_11359,2025-07-30,expense,utilities,Utilities expense,54.03,USD,m_octopus,Octopus Energy,4900,True,essential,1,1
txn_11360,2025-12-24,expense,health,Health expense,84.32,INR,m_boots,Boots,5912,False,essential,0,1
txn_11361,2025-12-12,expense,rent,Rent expense,883.45,GBP,m_landlord,Landlord / Letting Agent,6513,True,essential,1,1
txn_11362,2025-12-25,income,interest,Interest payment,90.45,USD,m_invest_platform,Investment Platform,0,False,discretionary,0,0
txn_11363,2025-01-25,expense,utilities,Utilities expense,140.19,INR,m_britishgas,British Gas,4900,True,essential,1,1
txn_11364,2025-08-23,expense,mobile,Mobile expense,46.2,GBP,m_o2,O2,4814,True,essential,1,1
txn_11365,2025-12-29,income,interest,Interest payment,52.04,GBP,m_invest_platform,Investment Platform,0,False,discretionary,0,0
txn_11366,2025-03-31,expense,rent,Rent expense,1028.89,GBP,m_landlord,Landlord / Letting Agent,6513,True,essential,1,1
txn_11367,2025-12-26,income,interest,Interest payment,17.4,INR,m_invest_platform,Investment Platform,0,False,discretionary,0,0
txn_11368,2025-09-26,income,dividend,Dividend payment,271.34,INR,m_invest_platform,Investment Platform,0,False,discretionary,0,0
txn_11369,2025-05-13,income,salary,Salary payment,6034.75,GBP,m_employer,Employer Payroll,0,True,essential,1,1
txn_11370,2025-08-12,expense,groceries,Groceries expense,117.3,INR,m_tesco,Tesco,5411,False,essential,0,1
txn_11371,2025-05-03,expense,groceries,Groceries expense,152.16,GBP,m_sainsbury,Sainsbury's,5411,False,essential,0,1
txn_11372,2025-08-05,income,interest,Interest payment,60.59,INR,m_invest_platform,Investment Platform,0,False,discretionary,0,0
txn_11373,2025-07-03,expense,internet,Internet expense,151.1,USD,m_virginmedia,Virgin Media,4814,True,essential,1,1
txn_11374,2025-11-25,income,dividend,Dividend payment,893.53,INR,m_invest_platform,Investment Platform,0,False,discretionary,0,0
txn_11375,2025-06-08,expense,health,Health expense,60.59,GBP,m_nhs,NHS,8099,False,essential,0,1
txn_11376,2025-11-17,expense,entertainment,Entertainment expense,146.59,GBP,m_cineworld,Cineworld,7832,False,discretionary,0,0
txn_11377,2025-01-31,income,freelance,Freelance payment,654.35,GBP,m_freelance_platform,Freelance Platform,0,False,discretionary,0,0
txn_11378,2025-07-18,expense,shopping,Shopping expense,187.77,INR,m_amazon,Amazon,5942,False,discretionary,0,0
txn_11379,2025-02-11,expense,subscriptions,Subscriptions expense,57.93,GBP,m_netflix,Netflix,4899,True,discretionary,1,0
txn_11380,2025-01-27,expense,health,Health expense,129.41,GBP,m_nhs,NHS,8099,False,essential,0,1
txn_11381,2025-04-19,expense,coffee,Coffee expense,2.39,USD,m_starbucks,Starbucks,5814,False,discretionary,0,0
txn_11382,2025-02-16,expense,subscriptions,Subscriptions expense,51.16,GBP,m_adobe,Adobe,5734,True,discretionary,1,0
txn_11383,2025-04-22,expense,dining,Dining expense,154.44,USD,m_nandos,Nando's,5812,False,discretionary,0,0
txn_11384,2025-06-30,expense,utilities,Utilities expense,52.7,USD,m_britishgas,British Gas,4900,True,essential,1,1
txn_11385,2025-11-24,expense,lunch,Lunch expense,15.81,INR,m_nero,Caffè Nero,5814,False,discretionary,0,0
txn_11386,2025-10-25,expense,transport,Transport expense,115.62,GBP,m_trainline,Trainline,4112,False,essential,0,1
txn_11387,2025-09-23,expense,internet,Internet expense,42.33,INR,m_virginmedia,Virgin Media,4814,True,essential,1,1
txn_11388,2025-12-16,expense,internet,Internet expense,137.32,GBP,m_virginmedia,Virgin Media,4814,True,essential,1,1
txn_11389,2025-09-12,income,salary,Salary payment,6079.67,INR,m_employer,Employer Payroll,0,True,essential,1,1
txn_11390,2025-08-19,expense,subscriptions,Subscriptions expense,178.92,USD,m_youtube,YouTube Premium,4899,True,discretionary,1,0
txn_11391,2025-07-12,expense,shopping,Shopping expense,302.56,GBP,m_argos,Argos,5311,False,discretionary,0,0
txn_11392,2025-12-04,income,salary,Salary payment,5501.25,INR,m_employer,Employer Payroll,0,True,essential,1,1
txn_11393,2025-09-03,income,interest,Interest payment,46.17,GBP,m_invest_platform,Investment Platform,0,False,discretionary,0,0
txn_11394,2025-04-24,expense,transport,Transport expense,46.21,USD,m_nationalrail,National Rail,4112,False,essential,0,1
txn_11395,2025-03-04,expense,health,Health expense,17.06,USD,m_boots,Boots,5912,False,essential,0,1
txn_11396,2025-11-23,expense,transport,Transport expense,18.28,GBP,m_nationalrail,National Rail,4112,False,essential,0,1
txn_11397,2025-01-20,income,bonus,Bonus payment,4901.3,GBP,m_employer,Employer Payroll,0,False,discretionary,0,0
txn_11398,2025-05-22,expense,dining,Dining expense,224.96,INR,m_deliveroo,Deliveroo,5814,False,discretionary,0,0
txn_11399,2025-09-28,expense,coffee,Coffee expense,3.99,USD,m_costa,Costa Coffee,5814,False,discretionary,0,0
txn_11400,2025-05-24,income,salary,Salary payment,4690.84,GBP,m_employer,Employer Payroll,0,True,essential,1,1
txn_11401,2025-03-19,expense,travel,Travel expense,521.33,INR,m_trainline,Trainline,4112,False,discretionary,0,0
txn_11402,2025-12-19,expense,internet,Internet expense,124.52,USD,m_virginmedia,Virgin Media,4814,True,essential,1,1
txn_11403,2025-04-15,expense,groceries,Groceries expense,45.17,INR,m_tesco,Tesco,5411,False,essential,0,1
txn_11404,2025-03-04,expense,groceries,Groceries expense,151.91,USD,m_sainsbury,Sainsbury's,5411,False,essential,0,1
txn_11405,2025-11-15,expense,groceries,Groceries expense,103.23,GBP,m_mands,Marks & Spencer,5411,False,essential,0,1
txn_11406,2025-04-05,expense,internet,Internet expense,131.9,GBP,m_bt,BT,4814,True,essential,1,1
txn_11407,2025-01-24,income,freelance,Freelance payment,245.92,USD,m_freelance_platform,Freelance Platform,0,False,discretionary,0,0
txn_11408,2025-09-12,expense,internet,Internet expense,105.82,GBP,m_virginmedia,Virgin Media,4814,True,essential,1,1
txn_11409,2025-07-26,expense,dining,Dining expense,43.87,USD,m_deliveroo,Deliveroo,5814,False,discretionary,0,0
txn_11410,2025-09-08,expense,dining,Dining expense,194.57,USD,m_ubereats,Uber Eats,5814,False,discretionary,0,0
txn_11411,2025-03-16,expense,groceries,Groceries expense,25.67,INR,m_tesco,Tesco,5411,False,essential,0,1
txn_11412,2025-09-08,expense,health,Health expense,46.94,GBP,m_boots,Boots,5912,False,essential,0,1
txn_11413,2025-11-22,income,interest,Interest payment,106.07,INR,m_invest_platform,Investment Platform,0,False,discretionary,0,0
txn_11414,2025-05-01,expense,groceries,Groceries expense,41.7,GBP,m_tesco,Tesco,5411,False,essential,0,1
txn_11415,2025-03-31,expense,utilities,Utilities expense,111.33,USD,m_britishgas,British Gas,4900,True,essential,1,1
txn_11416,2025-09-24,income,interest,Interest payment,108.97,INR,m_invest_platform,Investment Platform,0,False,discretionary,0,0
txn_11417,2025-09-02,expense,travel,Travel expense,755.47,USD,m_easyjet,easyJet,4511,False,discretionary,0,0
txn_11418,2025-07-17,expense,groceries,Groceries expense,122.43,USD,m_asda,ASDA,5411,False,essential,0,1
txn_11419,2025-02-13,income,bonus,Bonus payment,3879.04,INR,m_employer,Employer Payroll,0,False,discretionary,0,0
txn_11420,2025-03-18,income,freelance,Freelance payment,754.23,USD,m_freelance_platform,Freelance Platform,0,False,discretionary,0,0
txn_11421,2025-01-08,expense,subscriptions,Subscriptions expense,40.78,USD,m_spotify,Spotify,4899,True,discretionary,1,0
txn_11422,2025-01-28,expense,groceries,Groceries expense,95.66,GBP,m_costco,Costco,5300,False,essential,0,1
txn_11423,2025-04-27,expense,internet,Internet expense,50.2,USD,m_virginmedia,Virgin Media,4814,True,essential,1,1
txn_11424,2025-08-12,expense,rent,Rent expense,1274.31,INR,m_landlord,Landlord / Letting Agent,6513,True,essential,1,1
txn_11425,2025-04-18,expense,lunch,Lunch expense,15.51,USD,m_pret,Pret A Manger,5814,False,discretionary,0,0
txn_11426,2025-09-01,expense,coffee,Coffee expense,6.57,GBP,m_starbucks,Starbucks,5814,False,discretionary,0,0
txn_11427,2025-08-04,expense,mobile,Mobile expense,168.47,INR,m_ee,EE,4814,True,essential,1,1
txn_11428,2025-11-12,expense,lunch,Lunch expense,8.2,GBP,m_deliveroo,Deliveroo,5814,False,discretionary,0,0
txn_11429,2025-08-30,expense,rent,Rent expense,1088.46,USD,m_landlord,Landlord / Letting Agent,6513,True,essential,1,1
txn_11430,2025-12-04,expense,health,Health expense,76.43,GBP,m_boots,Boots,5912,False,essential,0,1
txn_11431,2025-06-02,expense,internet,Internet expense,58.51,GBP,m_bt,BT,4814,True,essential,1,1
txn_11432,2025-05-04,expense,transport,Transport expense,84.87,GBP,m_tfl,Transport for London,4111,False,essential,0,1
txn_11433,2025-03-23,expense,health,Health expense,15.22,GBP,m_boots,Boots,5912,False,essential,0,1
txn_11434,2025-11-03,expense,health,Health expense,219.87,USD,m_superdrug,Superdrug,5912,False,essential,0,1
txn_11435,2025-11-25,expense,dining,Dining expense,6.74,GBP,m_deliveroo,Deliveroo,5814,False,discretionary,0,0
txn_11436,2025-07-05,expense,health,Health expense,83.99,GBP,m_superdrug,Superdrug,5912,False,essential,0,1
txn_11437,2025-10-05,expense,internet,Internet expense,16.28,GBP,m_bt,BT,4814,True,essential,1,1
txn_11438,2025-06-14,expense,utilities,Utilities expense,88.31,USD,m_octopus,Octopus Energy,4900,True,essential,1,1
txn_11439,2025-08-31,expense,travel,Travel expense,730.15,GBP,m_airbnb,Airbnb,7011,False,discretionary,0,0
txn_11440,2025-09-06,expense,dining,Dining expense,311.74,GBP,m_deliveroo,Deliveroo,5814,False,discretionary,0,0
txn_11441,2025-05-09,expense,dining,Dining expense,155.01,USD,m_deliveroo,Deliveroo,5814,False,discretionary,0,0
txn_11442,2025-09-06,expense,utilities,Utilities expense,161.5,GBP,m_octopus,Octopus Energy,4900,True,essential,1,1
txn_11443,2025-07-17,expense,transport,Transport expense,103.5,USD,m_bolt,Bolt,4121,False,essential,0,1
txn_11444,2025-04-11,expense,utilities,Utilities expense,89.21,GBP,m_octopus,Octopus Energy,4900,True,essential,1,1
txn_11445,2025-05-27,income,freelance,Freelance payment,1213.93,USD,m_freelance_platform,Freelance Platform,0,False,discretionary,0,0
txn_11446,2025-05-04,income,interest,Interest payment,90.07,GBP,m_invest_platform,Investment Platform,0,False,discretionary,0,0
txn_11447,2025-08-25,expense,groceries,Groceries expense,155.27,USD,m_tesco,Tesco,5411,False,essential,0,1
txn_11448,2025-02-08,expense,rent,Rent expense,1356.76,GBP,m_landlord,Landlord / Letting Agent,6513,True,essential,1,1
txn_11449,2025-03-06,expense,coffee,Coffee expense,7.81,GBP,m_starbucks,Starbucks,5814,False,discretionary,0,0
txn_11450,2025-02-02,expense,coffee,Coffee expense,5.3,GBP,m_starbucks,Starbucks,5814,False,discretionary,0,0
txn_11451,2025-10-03,income,bonus,Bonus payment,2941.22,USD,m_employer,Employer Payroll,0,False,discretionary,0,0
txn_11452,2025-09-26,income,salary,Salary payment,6584.48,USD,m_employer,Employer Payroll,0,True,essential,1,1
txn_11453,2025-07-09,expense,shopping,Shopping expense,271.86,GBP,m_ikea,IKEA,5712,False,discretionary,0,0
txn_11454,2025-05-19,expense,travel,Travel expense,644.85,GBP,m_ba,British Airways,4511,False,discretionary,0,0
txn_11455,2025-01-04,income,dividend,Dividend payment,500.88,USD,m_invest_platform,Investment Platform,0,False,discretionary,0,0
txn_11456,2025-04-03,expense,shopping,Shopping expense,132.19,GBP,m_amazon,Amazon,5942,False,discretionary,0,0
txn_11457,2025-10-26,expense,mobile,Mobile expense,109.9,INR,m_ee,EE,4814,True,essential,1,1
txn_11458,2025-07-06,expense,lunch,Lunch expense,8.55,USD,m_starbucks,Starbucks,5814,False,discretionary,0,0
txn_11459,2025-01-16,expense,shopping,Shopping expense,146.6,GBP,m_amazon,Amazon,5942,False,discretionary,0,0
txn_11460,2025-03-03,expense,groceries,Groceries expense,76.94,GBP,m_sainsbury,Sainsbury's,5411,False,essential,0,1
txn_11461,2025-09-25,income,interest,Interest payment,45.06,GBP,m_invest_platform,Investment Platform,0,False,discretionary,0,0
txn_11462,2025-07-05,expense,internet,Internet expense,153.27,GBP,m_sky,Sky,4899,True,essential,1,1
txn_11463,2025-08-17,expense,coffee,Coffee expense,9.37,USD,m_starbucks,Starbucks,5814,False,discretionary,0,0
txn_11464,2025-04-25,expense,travel,Travel expense,347.69,INR,m_ryanair,Ryanair,4511,False,discretionary,0,0
txn_11465,2025-09-29,expense,subscriptions,Subscriptions expense,127.01,GBP,m_gym,Gym Membership,7997,True,discretionary,1,0
txn_11466,2025-08-31,expense,internet,Internet expense,141.52,GBP,m_virginmedia,Virgin Media,4814,True,essential,1,1
txn_11467,2025-05-23,expense,mobile,Mobile expense,74.0,GBP,m_ee,EE,4814,True,essential,1,1
txn_11468,2025-07-03,expense,health,Health expense,175.64,GBP,m_superdrug,Superdrug,5912,False,essential,0,1
txn_11469,2025-11-09,expense,travel,Travel expense,367.79,GBP,m_booking,Booking.com,7011,False,discretionary,0,0
txn_11470,2025-07-08,income,dividend,Dividend payment,2040.31,GBP,m_invest_platform,Investment Platform,0,False,discretionary,0,0
txn_11471,2025-03-18,expense,travel,Travel expense,611.9,INR,m_booking,Booking.com,7011,False,discretionary,0,0
txn_11472,2025-05-08,expense,mobile,Mobile expense,114.87,GBP,m_ee,EE,4814,True,essential,1,1
txn_11473,2025-11-17,income,interest,Interest payment,112.5,USD,m_invest_platform,Investment Platform,0,False,discretionary,0,0
txn_11474,2025-03-26,expense,entertainment,Entertainment expense,57.0,GBP,m_ticketmaster,Ticketmaster,7922,False,discretionary,0,0
txn_11475,2025-09-14,expense,lunch,Lunch expense,7.66,INR,m_pret,Pret A Manger,5814,False,discretionary,0,0
txn_11476,2025-08-24,income,bonus,Bonus payment,2782.87,USD,m_employer,Employer Payroll,0,False,discretionary,0,0
txn_11477,2025-10-02,expense,health,Health expense,28.59,USD,m_boots,Boots,5912,False,essential,0,1
txn_11478,2025-07-06,expense,groceries,Groceries expense,59.49,GBP,m_tesco,Tesco,5411,False,essential,0,1
txn_11479,2025-11-04,expense,groceries,Groceries expense,100.98,INR,m_tesco,Tesco,5411,False,essential,0,1
txn_11480,2025-07-21,expense,lunch,Lunch expense,17.33,INR,m_pret,Pret A Manger,5814,False,discretionary,0,0
txn_11481,2025-02-14,expense,groceries,Groceries expense,90.65,INR,m_sainsbury,Sainsbury's,5411,False,essential,0,1
txn_11482,2025-08-01,expense,dining,Dining expense,251.62,INR,m_wagamama,Wagamama,5812,False,discretionary,0,0
txn_11483,2025-04-14,expense,health,Health expense,95.02,GBP,m_superdrug,Superdrug,5912,False,essential,0,1
txn_11484,2025-06-22,expense,transport,Transport expense,69.02,GBP,m_tfl,Transport for London,4111,False,essential,0,1
txn_11485,2025-07-31,expense,lunch,Lunch expense,17.12,GBP,m_nero,Caffè Nero,5814,False,discretionary,0,0
txn_11486,2025-07-26,expense,dining,Dining expense,247.07,GBP,m_mcd,McDonald's,5814,False,discretionary,0,0
txn_11487,2025-06-13,income,bonus,Bonus payment,3819.69,INR,m_employer,Employer Payroll,0,False,discretionary,0,0
txn_11488,2025-09-18,expense,utilities,Utilities expense,81.1,INR,m_britishgas,British Gas,4900,True,essential,1,1
txn_11489,2025-06-16,expense,travel,Travel expense,673.17,USD,m_trainline,Trainline,4112,False,discretionary,0,0
txn_11490,2025-05-14,expense,lunch,Lunch expense,13.09,INR,m_starbucks,Starbucks,5814,False,discretionary,0,0
txn_11491,2025-03-27,expense,health,Health expense,11.8,GBP,m_boots,Boots,5912,False,essential,0,1
txn_11492,2025-03-24,expense,shopping,Shopping expense,118.88,INR,m_argos,Argos,5311,False,discretionary,0,0
txn_11493,2025-07-02,income,bonus,Bonus payment,2724.16,INR,m_employer,Employer Payroll,0,False,discretionary,0,0
txn_11494,2025-11-10,expense,groceries,Groceries expense,144.31,INR,m_asda,ASDA,5411,False,essential,0,1
txn_11495,2025-10-19,income,dividend,Dividend payment,988.55,GBP,m_invest_platform,Investment Platform,0,False,discretionary,0,0
txn_11496,2025-11-26,expense,travel,Travel expense,36.89,GBP,m_easyjet,easyJet,4511,False,discretionary,0,0
txn_11497,2025-02-18,expense,subscriptions,Subscriptions expense,88.67,GBP,m_netflix,Netflix,4899,True,discretionary,1,0
txn_11498,2025-08-21,expense,rent,Rent expense,1770.61,USD,m_landlord,Landlord / Letting Agent,6513,True,essential,1,1
txn_11499,2025-09-09,expense,lunch,Lunch expense,8.06,INR,m_pret,Pret A Manger,5814,False,discretionary,0,0
txn_11500,2025-10-12,expense,transport,Transport expense,32.23,INR,m_uber,Uber,4121,False,essential,0,1
txn_11501,2025-05-19,expense,mobile,Mobile expense,17.84,GBP,m_o2,O2,4814,True,essential,1,1
txn_11502,2025-12-04,expense,coffee,Coffee expense,4.19,USD,m_starbucks,Starbucks,5814,False,discretionary,0,0
txn_11503,2025-08-13,expense,health,Health expense,121.6,USD,m_nhs,NHS,8099,False,essential,0,1
txn_11504,2025-01-16,expense,travel,Travel expense,525.02,INR,m_ba,British Airways,4511,False,discretionary,0,0
txn_11505,2025-09-03,expense,entertainment,Entertainment expense,138.45,GBP,m_ticketmaster,Ticketmaster,7922,False,discretionary,0,0
txn_11506,2025-05-18,expense,mobile,Mobile expense,39.19,INR,m_ee,EE,4814,True,essential,1,1
txn_11507,2025-03-17,expense,lunch,Lunch expense,11.24,USD,m_pret,Pret A Manger,5814,False,discretionary,0,0
txn_11508,2025-05-05,expense,utilities,Utilities expense,109.11,USD,m_octopus,Octopus Energy,4900,True,essential,1,1
txn_11509,2025-10-08,expense,utilities,Utilities expense,96.06,INR,m_octopus,Octopus Energy,4900,True,essential,1,1
txn_11510,2025-02-28,expense,travel,Travel expense,230.36,INR,m_booking,Booking.com,7011,False,discretionary,0,0
txn_11511,2025-08-22,income,dividend,Dividend payment,989.65,GBP,m_invest_platform,Investment Platform,0,False,discretionary,0,0
txn_11512,2025-01-21,income,freelance,Freelance payment,1337.35,USD,m_freelance_platform,Freelance Platform,0,False,discretionary,0,0
txn_11513,2025-11-12,expense,dining,Dining expense,75.86,USD,m_mcd,McDonald's,5814,False,discretionary,0,0
txn_11514,2025-10-19,expense,utilities,Utilities expense,111.32,GBP,m_octopus,Octopus Energy,4900,True,essential,1,1
txn_11515,2025-06-13,expense,groceries,Groceries expense,139.66,GBP,m_aldi,ALDI,5411,False,essential,0,1
txn_11516,2025-06-19,income,freelance,Freelance payment,2040.47,INR,m_freelance_platform,Freelance Platform,0,False,discretionary,0,0
txn_11517,2025-03-14,expense,utilities,Utilities expense,19.15,GBP,m_octopus,Octopus Energy,4900,True,essential,1,1
txn_11518,2025-10-25,expense,health,Health expense,111.37,INR,m_boots,Boots,5912,False,essential,0,1
